fips,year,V1
21189,2009,2
21191,2013,3
21191,2016,1
21193,2013,1
21193,2014,3
21193,2015,1
21193,2016,2
21197,2013,3
21199,2004,1
21199,2013,1
21199,2016,1
21201,2016,1
21205,2009,1
21205,2010,2
21205,2011,1
21207,2004,1
21207,2007,1
21213,2006,1
21213,2007,1
21213,2009,1
21213,2010,1
21221,2009,1
21221,2011,1
21225,2004,2
21225,2005,2
21225,2006,2
21227,2011,1
21229,2004,1
21233,2004,1
21233,2013,1
21233,2015,2
21233,2016,1
21235,2005,1
21237,2004,1
21237,2005,1
21237,2007,1
21237,2012,2
21237,2014,1
21237,2015,2
22005,2004,2
22005,2008,2
22009,2009,2
22013,2005,2
22013,2009,3
22013,2011,4
22013,2014,3
22017,2004,5
22017,2007,3
22017,2009,4
22017,2010,4
22017,2012,4
22017,2014,5
22017,2015,5
22021,2004,2
22021,2005,2
22021,2006,2
22021,2007,3
22021,2014,2
22021,2015,4
22025,2007,1
22025,2012,2
22029,2004,6
22029,2005,5
22029,2006,6
22029,2007,3
22029,2008,4
22029,2009,6
22029,2010,4
22029,2011,4
22029,2012,6
22029,2013,4
22029,2014,3
22029,2015,6
22031,2004,3
22031,2013,2
22031,2014,3
22039,2008,3
22043,2004,3
22043,2006,3
22043,2007,2
22043,2008,2
22043,2009,2
22043,2010,2
22047,2004,1
22049,2004,6
22049,2005,6
22049,2006,4
22049,2009,1
22049,2010,3
22049,2011,3
22049,2012,2
22049,2013,3
22049,2014,4
22049,2015,7
22051,2014,1
22059,2011,2
22069,2004,6
22069,2005,4
22069,2006,3
22069,2007,3
22069,2009,1
22069,2013,2
22069,2015,4
22073,2009,8
22073,2015,15
22081,2007,3
22081,2009,2
22081,2010,2
22081,2013,2
22081,2014,2
22081,2015,2
22085,2004,5
22085,2007,4
22085,2008,2
22085,2009,2
22085,2010,2
22085,2011,3
22085,2015,8
22087,2006,2
22093,2004,5
22093,2007,2
22095,2006,3
22095,2008,2
22097,2012,1
22101,2004,2
22101,2009,2
22101,2010,1
22101,2011,1
22107,2004,3
22107,2006,3
22107,2007,2
22107,2008,2
22107,2010,2
22107,2011,2
22107,2012,2
22111,2009,7
22111,2013,9
22127,2004,11
22127,2005,7
22127,2007,6
22127,2008,6
22127,2009,4
22127,2010,7
22127,2011,6
22127,2012,11
22127,2013,8
22127,2014,5
22127,2015,9
23001,2011,1
23003,2002,11
23003,2003,5
23003,2007,3
23003,2008,5
23003,2010,2
23003,2015,2
23003,2016,2
23007,2006,1
23007,2013,1
23009,2011,1
23013,2003,1
23013,2004,2
23013,2005,2
23013,2006,2
23015,2004,1
23015,2006,1
23015,2008,1
23015,2009,1
23017,2002,3
23017,2004,2
23017,2005,2
23017,2006,5
23017,2009,2
23017,2011,2
23017,2012,3
23017,2014,1
23017,2015,1
23019,2006,2
23021,2004,1
23021,2005,2
23021,2006,2
23021,2008,3
23021,2011,2
23025,2002,2
23025,2004,3
23025,2005,4
23029,2002,2
24013,2015,1
24015,2005,3
24015,2006,3
24015,2008,2
24015,2011,1
24015,2015,3
24023,2006,2
24023,2007,3
24023,2011,2
24025,2006,1
24043,2002,1
25013,2003,2
25015,2000,1
25015,2002,1
25015,2003,1
25015,2004,1
25015,2005,1
25021,2000,1
25027,2011,3
26005,2013,1
26045,2015,1
27017,2006,3
27017,2007,1
27017,2012,2
27017,2016,1
27065,2003,2
27065,2004,2
27067,2013,3
27095,2015,1
27097,2010,1
27107,2013,2
27115,2003,2
27137,2008,2
29001,2000,2
29003,2006,1
29007,1999,2
29007,2008,1
29007,2009,2
29007,2014,2
29011,2009,2
29013,1999,6
29013,2000,23
29013,2001,7
29013,2002,6
29013,2003,7
29013,2004,5
29013,2005,1
29013,2007,2
29013,2008,2
29013,2010,2
29015,2015,2
29021,1999,2
29023,2002,1
29023,2009,1
29025,2000,3
29025,2001,4
29025,2002,3
29025,2003,3
29025,2008,7
29025,2009,5
29037,1999,9
29037,2000,10
29037,2001,9
29037,2002,8
29037,2003,7
29037,2004,6
29037,2005,6
29037,2006,5
29037,2008,1
29041,2006,3
29041,2007,3
29045,2001,1
29045,2003,1
29045,2008,2
29045,2009,2
29049,1999,2
29049,2005,1
29049,2008,4
29049,2009,7
29053,1999,2
29053,2000,2
29053,2001,2
29053,2002,2
29061,1999,4
29061,2000,6
29061,2001,4
29061,2002,4
29061,2003,2
29061,2004,2
29061,2006,4
29061,2008,5
29061,2009,4
29061,2010,3
29063,1999,2
29063,2001,2
29063,2002,2
29063,2003,2
29063,2004,2
29075,1999,3
29075,2000,5
29075,2001,3
29075,2002,3
29075,2003,2
29075,2004,2
29075,2005,2
29075,2006,6
29075,2008,4
29075,2009,6
29075,2014,2
29079,2007,6
29079,2009,3
29079,2014,5
29081,1999,6
29081,2000,5
29081,2001,4
29081,2002,4
29081,2003,4
29081,2004,4
29081,2005,2
29081,2006,7
29083,1999,6
29083,2000,20
29083,2001,10
29083,2002,6
29083,2003,4
29083,2004,1
29083,2014,1
29083,2015,11
29089,1999,6
29089,2000,7
29089,2001,6
29089,2002,5
29089,2003,5
29089,2004,4
29089,2005,2
29093,1999,2
29093,2000,2
29093,2001,2
29093,2003,2
29093,2004,1
29093,2005,1
29093,2006,2
29095,1999,2
29095,2000,1
29095,2003,2
29095,2004,2
29101,1999,2
29101,2003,1
29103,1999,4
29103,2000,4
29103,2001,2
29107,1999,2
29107,2001,2
29107,2004,2
29107,2008,2
29107,2010,3
29111,1999,4
29111,2000,3
29111,2001,4
29111,2013,4
29113,2000,1
29115,1999,7
29115,2000,5
29115,2001,8
29115,2002,5
29115,2003,2
29115,2004,3
29115,2005,3
29115,2006,7
29115,2007,6
29115,2008,4
29115,2009,4
29117,2008,2
29121,1999,3
29121,2000,3
29121,2001,2
29121,2002,2
29121,2003,1
29121,2004,1
29121,2008,1
29123,1999,2
29123,2000,2
29123,2001,2
29123,2002,1
29123,2003,1
29123,2009,1
29123,2013,1
29123,2015,2
29137,2007,1
29137,2009,1
29137,2013,2
29139,1999,2
29139,2000,2
29139,2001,2
29139,2002,2
29139,2003,2
29139,2004,2
29139,2005,1
29139,2006,2
29139,2007,2
29139,2008,2
29139,2009,2
29139,2010,2
29139,2011,2
29145,2007,1
29145,2008,1
29147,2000,2
29147,2009,2
29155,2010,1
29157,1999,1
29157,2001,1
29163,1999,2
29163,2000,2
29163,2014,1
29165,1999,2
29165,2000,9
29165,2001,2
29165,2002,2
29165,2003,2
29165,2008,1
29165,2009,3
29169,2001,1
29171,2015,5
29173,2009,2
29173,2013,3
29175,1999,1
29175,2000,1
29175,2001,1
29175,2008,1
29175,2013,2
29197,1999,2
29197,2001,1
29197,2002,1
29199,2005,2
29199,2013,2
29205,2009,3
29211,1999,3
29211,2000,3
29211,2001,2
29211,2002,2
29211,2003,2
29211,2004,2
29211,2007,2
29227,2000,4
29227,2001,2
29227,2006,3
29227,2009,3
29227,2013,3
29227,2014,1
33007,2004,1
33009,2007,2
33009,2008,2
33009,2009,2
33009,2013,2
33009,2015,2
33019,2007,1
34013,2003,1
34013,2004,1
34013,2005,1
34021,2003,1
34025,2009,1
34037,2005,1
35007,2002,3
35007,2005,4
35007,2006,4
35007,2007,6
35007,2008,4
35007,2009,4
35007,2010,5
35007,2011,3
35007,2013,4
35007,2014,4
35007,2015,5
35007,2016,5
35015,2007,1
35035,2003,1
35045,2002,2
35045,2003,1
35045,2006,2
35045,2007,3
35045,2008,2
35045,2009,1
35045,2011,3
35045,2014,4
35045,2016,1
36001,2002,4
36001,2003,4
36001,2004,5
36001,2006,2
36001,2007,5
36001,2016,3
36011,2013,1
36013,2012,3
36013,2013,3
36019,2004,3
36019,2005,1
36019,2006,5
36019,2007,4
36019,2008,2
36019,2009,1
36019,2011,2
36019,2013,3
36021,2001,2
36021,2004,1
36021,2006,2
36021,2007,1
36027,2000,2
36027,2002,3
36027,2004,4
36027,2005,1
36027,2006,5
36027,2007,2
36027,2008,1
36027,2010,5
36027,2011,3
36027,2012,4
36029,2007,2
36029,2010,1
36029,2012,3
36029,2014,2
36029,2015,2
36029,2016,1
36031,2004,6
36031,2005,3
36031,2006,9
36031,2007,2
36031,2008,3
36031,2009,3
36031,2010,2
36031,2011,6
36031,2013,2
36031,2014,3
36031,2015,4
36031,2016,4
36033,2010,2
36033,2012,2
36033,2013,2
36033,2014,2
36033,2015,2
36033,2016,2
36039,2009,3
36039,2010,2
36041,2007,2
36041,2011,2
36043,2005,2
36043,2009,1
36043,2013,2
36045,2007,5
36045,2009,2
36045,2010,5
36045,2011,6
36045,2012,4
36045,2016,3
36049,2004,2
36049,2006,1
36049,2007,2
36049,2009,2
36049,2010,4
36049,2011,3
36049,2012,1
36049,2014,1
36049,2015,1
36049,2016,2
36057,2002,1
36057,2003,1
36057,2005,3
36057,2006,3
36057,2007,5
36057,2008,4
36057,2009,4
36057,2010,3
36065,2005,4
36065,2006,1
36065,2010,4
36065,2012,1
36065,2014,2
36065,2016,2
36069,2013,3
36071,2011,2
36071,2016,3
36073,2012,1
36075,2004,3
36075,2005,5
36075,2006,1
36075,2007,1
36083,2006,2
36091,2004,3
36091,2005,4
36091,2006,3
36091,2007,1
36091,2008,2
36091,2009,2
36091,2010,3
36091,2011,3
36091,2012,7
36091,2013,13
36091,2016,3
36093,2005,2
36093,2006,2
36093,2016,1
36095,2009,2
36095,2010,2
36095,2011,2
36095,2012,2
36089,2005,5
36089,2007,2
36089,2010,2
36101,2015,1
36105,2005,1
36105,2006,1
36109,2002,2
36109,2004,2
36109,2005,1
36109,2006,2
36115,2003,2
36115,2005,2
36115,2006,2
36115,2007,2
36119,2006,1
36119,2011,1
36121,2004,3
36121,2005,2
36121,2006,1
36121,2008,1
36121,2009,2
36121,2010,1
36121,2015,3
37001,2010,2
37031,2011,4
37031,2012,3
37031,2013,1
37033,2013,1
37037,2010,6
37049,2014,1
37065,2011,3
37071,2013,2
37077,2013,1
37081,2012,1
37083,2010,2
37083,2011,4
37083,2012,3
37083,2014,2
37089,2010,1
37105,2010,4
37125,2010,2
37125,2012,1
37125,2013,3
37125,2014,2
37127,2011,2
37129,2011,3
37129,2014,3
37141,2011,2
37141,2012,3
37141,2013,3
37141,2014,1
37151,2010,3
37151,2011,3
37151,2012,3
37151,2013,1
37153,2012,1
37161,2013,1
37167,2013,4
37187,2012,2
41005,2014,2
41005,2015,2
41005,2016,1
41007,2005,8
41007,2007,3
41007,2008,1
41007,2009,2
41007,2010,3
41007,2014,1
41007,2016,1
41009,2011,1
41009,2014,1
41009,2016,2
41011,2002,2
41011,2005,2
41011,2006,1
41011,2007,2
41011,2009,2
41011,2014,2
41011,2015,3
41011,2016,1
41019,2006,1
41019,2007,1
41019,2014,4
41019,2015,3
41019,2016,1
41039,2014,2
41041,2002,1
41041,2008,1
41041,2009,2
41057,2013,2
42009,2003,1
42009,2011,1
42011,2004,1
42011,2014,1
42019,2002,4
42021,2002,4
42021,2007,3
42021,2010,4
42021,2011,3
42021,2012,2
42021,2013,2
42021,2015,6
42021,2016,2
42023,2007,1
42027,2007,1
42029,1999,1
42029,2004,2
42029,2006,1
42033,2003,1
42033,2004,4
42033,2005,1
42033,2006,1
42033,2009,1
42033,2010,2
42033,2011,3
42033,2013,3
42033,2015,1
42035,2005,1
42039,2016,1
42041,2005,1
42043,2011,1
42043,2016,1
42047,2009,1
42047,2011,1
42049,2002,3
42049,2008,2
42049,2009,1
42049,2010,1
42051,2005,1
42051,2008,2
42051,2009,5
42051,2011,1
42051,2012,1
42051,2015,2
42055,2007,1
42059,2004,1
42061,2011,1
42063,2000,1
42063,2003,4
42063,2008,5
42063,2009,1
42063,2010,6
42063,2011,2
42063,2012,1
42063,2014,1
42063,2016,5
42065,2008,2
42065,2009,2
42065,2010,2
42065,2011,2
42065,2013,1
42079,2011,1
42085,2003,2
42085,2004,4
42085,2005,3
42085,2006,4
42085,2007,4
42085,2008,2
42085,2009,4
42085,2011,2
42085,2015,2
42089,2004,2
42093,2015,2
42107,2004,2
42107,2014,1
42111,2008,1
42111,2009,1
42111,2012,1
42111,2014,1
42117,2003,2
42117,2005,2
42117,2009,1
42121,2013,1
42129,2002,1
42129,2010,1
45003,2014,3
45035,2009,1
45035,2011,1
45039,2004,1
45071,2006,1
45077,2012,1
45081,2011,2
49007,2008,1
49007,2009,1
49015,2008,1
49047,2015,1
49057,2015,1
50001,2003,2
50001,2009,3
50001,2010,1
50003,2002,9
50003,2003,9
50003,2004,2
50003,2005,9
50003,2006,9
50003,2008,2
50003,2011,2
50005,2006,1
50005,2013,1
50007,2003,2
50007,2004,1
50007,2005,1
50007,2006,2
50007,2007,1
50007,2008,1
50007,2009,2
50007,2010,1
50007,2011,2
50007,2013,1
50007,2015,1
50011,2005,1
50013,2002,3
50013,2003,3
50013,2004,4
50013,2005,3
50013,2006,6
50013,2007,2
50013,2008,2
50013,2010,2
50013,2011,2
50013,2014,2
50013,2015,1
50017,2008,2
50017,2009,1
50021,2003,5
50021,2004,2
50021,2006,7
50021,2007,7
50021,2008,7
50021,2009,7
50021,2010,7
50021,2011,3
50021,2012,2
50021,2013,5
50021,2014,3
50023,2008,1
53019,2014,2
53019,2015,2
53019,2016,2
53041,2012,1
53049,2004,2
53049,2005,2
53049,2007,2
53049,2008,1
53049,2009,4
53049,2010,2
53049,2011,1
53049,2012,2
53049,2016,1
53055,2014,5
53055,2015,5
53055,2016,4
54001,2005,1
54001,2006,1
54001,2007,1
54003,2002,2
54003,2004,1
54003,2007,1
54007,2004,3
54007,2005,1
54007,2006,1
54007,2007,2
54009,2004,1
54009,2005,2
54009,2007,3
54011,2004,1
54013,2005,1
54013,2016,1
54015,2004,1
54015,2006,4
54015,2007,2
54015,2008,1
54015,2013,3
54019,2000,1
54019,2004,1
54019,2005,1
54019,2007,1
54019,2008,3
54019,2009,1
54019,2013,1
54019,2015,1
54023,2003,1
54023,2004,2
54023,2006,1
54025,2000,2
54025,2002,2
54027,2004,1
54027,2007,1
54029,2005,1
54029,2006,2
54031,2004,1
54031,2006,1
54031,2013,2
54031,2014,2
54031,2015,2
54033,2005,2
54035,2004,2
54035,2005,2
54035,2006,1
54035,2007,2
54035,2008,3
54035,2010,1
54035,2013,1
54035,2014,2
54035,2015,2
54037,2000,1
54037,2006,1
54037,2007,1
54037,2009,1
54039,2002,2
54039,2003,1
54039,2004,2
54039,2007,2
54039,2009,1
54039,2010,1
54039,2011,1
54039,2015,1
54041,2004,2
54041,2005,2
54045,2002,2
54045,2006,1
54049,2002,1
54049,2004,2
54049,2005,4
54049,2007,3
54049,2009,3
54049,2012,1
54049,2013,1
54049,2014,6
54049,2015,3
54047,2003,2
54047,2007,6
54047,2008,5
54047,2016,2
54055,2002,2
54055,2003,1
54055,2004,1
54055,2005,2
54055,2006,2
54055,2009,1
54055,2011,1
54055,2013,2
54055,2014,2
54057,2004,1
54057,2005,1
54057,2006,1
54057,2014,1
54059,2014,1
54059,2016,1
54061,2007,3
54067,2004,2
54067,2006,1
54071,2005,1
54071,2012,1
54075,2000,1
54075,2003,1
54075,2004,2
54075,2006,1
54075,2009,2
54075,2016,2
54077,2005,2
54077,2006,1
54077,2007,3
54077,2010,2
54077,2013,1
54081,1999,1
54081,2004,1
54081,2006,3
54081,2008,2
54081,2013,3
54083,2004,1
54083,2014,1
54085,2004,2
54085,2005,3
54087,2002,3
54087,2003,1
54087,2004,2
54087,2005,3
54087,2006,1
54087,2008,1
54087,2011,2
54087,2012,1
54087,2014,2
54087,2015,2
54087,2016,1
54089,2007,1
54093,2004,3
54093,2005,1
54093,2006,1
54093,2007,1
54093,2010,1
54093,2011,1
54093,2014,1
54095,2003,1
54095,2004,1
54095,2006,1
54095,2012,2
54097,2006,1
54099,2007,3
54099,2008,3
54101,2007,2
54101,2015,1
54103,2004,1
54105,2006,1
54105,2007,2
54105,2008,1
54105,2009,2
54105,2011,2
54109,2004,3
54109,2006,1
54109,2007,1
54109,2011,1
55009,2004,1
55015,2004,2
55031,2004,1
55031,2005,1
55031,2014,1
55073,2004,2
55075,2007,2
55075,2008,1
55075,2010,1
55075,2014,1
55091,2004,1
08001,2006,1
08001,2013,1
08003,2015,1
08013,2007,1
08013,2013,1
08029,2011,1
08035,2007,1
08037,2005,1
08037,2007,1
08041,2013,1
08045,2004,1
08045,2005,1
08045,2006,1
08045,2008,1
08045,2010,1
08045,2013,1
08045,2014,2
08049,2006,1
08051,2009,1
08051,2015,2
08051,2016,1
08055,2013,1
08075,2013,1
08077,2011,1
08083,2005,1
08083,2007,1
08089,2014,1
08091,2004,1
08091,2007,1
08091,2016,1
08113,2006,1
08113,2008,1
08113,2009,1
08119,2004,1
08119,2014,1
08123,2004,1
08123,2012,1
08123,2016,1
09001,2003,1
09003,2001,1
09003,2012,1
09007,2000,1
12001,2006,1
12001,2012,1
12005,2001,1
12005,2005,1
12005,2012,1
12009,2005,3
12009,2013,2
12011,2003,1
12011,2012,1
12011,2014,1
12011,2015,1
12015,1999,1
12015,2001,1
12015,2013,1
12017,2000,1
12017,2001,1
12017,2002,1
12017,2003,2
12017,2005,1
12017,2012,2
12017,2013,1
12017,2014,3
12021,1999,2
12021,2001,1
12021,2002,1
12021,2003,1
12021,2008,1
12023,2003,1
12023,2008,1
12023,2014,1
12027,2003,1
12027,2005,2
12027,2006,1
12027,2007,1
12027,2008,1
12029,2002,1
12029,2003,2
12031,2012,1
12031,2014,1
12035,2003,1
12035,2009,2
12037,2011,1
12037,2012,1
12037,2013,1
12037,2014,1
12037,2015,1
12037,2016,1
12043,1999,1
12043,2000,1
12043,2001,1
12043,2002,1
12043,2006,1
12043,2012,1
12045,2004,1
12045,2005,1
12045,2007,1
12045,2008,1
12045,2009,1
12045,2010,1
12051,1999,2
12051,2000,1
12051,2004,4
12051,2005,1
12051,2009,1
12051,2014,1
12051,2015,1
12053,2005,1
12055,1999,1
12055,2011,1
12057,1999,1
12069,2005,1
12071,2010,1
12071,2011,1
12071,2014,1
12075,2003,1
12075,2009,1
12075,2016,1
12083,2016,1
12085,2001,1
12086,2012,2
12086,2013,1
12089,2007,1
12089,2010,1
12093,2001,3
12093,2002,1
12093,2008,2
12093,2010,2
12093,2011,1
12095,1999,1
12095,2016,2
12097,2000,1
12097,2001,1
12097,2002,1
12097,2009,1
12097,2013,2
12097,2014,1
12097,2016,1
12099,1999,1
12099,2000,3
12099,2001,8
12099,2003,6
12099,2009,1
12101,2000,2
12101,2001,1
12101,2002,1
12103,1999,3
12103,2000,3
12103,2001,4
12103,2005,1
12103,2009,1
12103,2010,1
12103,2012,1
12103,2015,1
12105,2013,2
12105,2016,2
12107,1999,1
12107,2001,1
12107,2005,6
12107,2006,1
12107,2007,1
12107,2009,4
12107,2011,1
12115,2002,1
12115,2006,2
12115,2007,1
12115,2008,1
12117,1999,1
12117,2005,2
12117,2006,1
12117,2009,1
12117,2011,2
12117,2014,1
12117,2016,1
12109,2002,1
12109,2006,1
12109,2009,2
12109,2010,1
12109,2011,1
12111,2000,1
12111,2001,3
12111,2002,1
12111,2003,3
12111,2015,1
12111,2016,1
12119,2004,1
12119,2005,1
12119,2007,1
12119,2014,1
12119,2016,1
12121,2008,1
12127,1999,1
12127,2000,2
12127,2001,3
12127,2002,2
12127,2003,1
12127,2012,1
12127,2013,2
12127,2014,2
12127,2015,1
12129,2007,1
12129,2015,1
19001,2005,1
19001,2007,1
19001,2012,1
19003,2004,1
19003,2005,1
19015,2004,1
19015,2005,1
19015,2012,1
19021,2007,1
19049,2004,1
19049,2011,1
19049,2012,1
19049,2015,1
19051,2012,1
19053,2006,1
19057,2004,5
19057,2005,4
19057,2010,1
19057,2012,1
19059,2004,2
19059,2009,1
19067,2013,1
19073,2009,1
19111,2004,1
19117,2000,1
19117,2001,1
19117,2002,1
19117,2003,1
19117,2006,1
19121,2000,1
19121,2002,1
19121,2003,1
19121,2004,3
19121,2005,2
19121,2006,2
19121,2012,1
19129,2009,1
19129,2010,1
19129,2012,1
19145,2005,1
19145,2009,1
19145,2015,1
19145,2016,1
19153,2004,1
19153,2005,1
19153,2006,1
19153,2007,1
19153,2008,2
19153,2011,1
19153,2012,2
19153,2014,1
19155,2008,1
19155,2011,1
19159,2000,1
19159,2001,1
19163,2010,3
19169,2008,1
19173,1999,1
19173,2005,1
19173,2006,1
19181,2004,2
19181,2005,2
19181,2012,1
20003,2007,2
20003,2015,1
20005,2013,1
20007,2016,1
20011,2016,1
20015,2005,1
20017,2007,1
20017,2012,1
20019,2007,1
20021,2002,2
20021,2004,1
20021,2005,2
20021,2007,2
20021,2016,1
20029,2006,1
20031,2016,6
20035,2016,2
20037,2005,1
20037,2012,1
20041,2002,1
20041,2004,1
20041,2007,1
20041,2008,1
20041,2011,1
20041,2013,1
20041,2014,3
20041,2015,3
20041,2016,2
20043,2007,1
20043,2015,2
20051,2008,1
20051,2014,1
20051,2016,1
20053,2005,1
20053,2006,1
20053,2009,1
20059,2006,2
20059,2007,2
20059,2008,1
20059,2016,3
20061,2009,1
20061,2011,1
20061,2016,2
20063,2014,1
20063,2015,1
20077,2005,1
20085,2003,1
20085,2006,1
20087,2011,1
20089,2007,2
20089,2015,1
20089,2016,1
20091,2007,1
20091,2008,1
20099,2010,1
20099,2012,1
20103,2004,1
20103,2005,1
20103,2015,2
20103,2016,1
20105,2016,1
20107,2016,2
20111,2007,1
20115,2007,1
20121,2013,1
20123,2002,1
20123,2004,3
20123,2005,3
20123,2006,3
20123,2008,3
20123,2010,2
20123,2012,2
20123,2013,2
20123,2014,2
20123,2015,2
20123,2016,3
20131,2004,1
20133,2003,1
20133,2016,2
20135,2004,1
20135,2007,1
20137,2002,1
20137,2004,1
20137,2014,1
20139,2015,1
20139,2016,3
20141,2004,1
20141,2007,2
20141,2008,1
20141,2014,1
20141,2015,2
20141,2016,1
20147,2004,1
20147,2005,1
20147,2016,1
20149,2002,1
20163,2011,1
20163,2013,1
20167,2002,1
20167,2006,2
20167,2007,2
20167,2010,1
20169,2003,1
20169,2006,2
20169,2013,1
20185,2010,1
20191,2006,1
21015,2010,1
21017,2010,1
21019,2011,1
21019,2013,2
21019,2014,1
21025,2014,1
21033,2013,1
21049,2005,1
21057,2013,1
21057,2014,1
21071,2008,1
21071,2010,1
21071,2013,2
21071,2014,1
21071,2015,2
21071,2016,1
21081,2013,1
21081,2016,1
21087,2010,1
21089,2010,1
21089,2012,1
21089,2013,1
21091,2006,1
21095,2008,1
21095,2010,1
21095,2014,2
21095,2015,2
21095,2016,2
21101,2016,1
21107,2005,1
21107,2006,1
21107,2014,2
21107,2015,3
21107,2016,3
21109,2008,1
21113,2016,1
21117,2007,1
21117,2008,1
21119,2006,1
21119,2014,1
21119,2016,1
21133,2007,1
21133,2008,1
21139,2016,1
21141,2013,1
21151,2011,1
21153,2013,1
21159,2010,1
21159,2015,1
21149,2009,1
21149,2011,1
21163,2004,1
21167,2005,1
21175,2013,1
21181,2008,1
21183,2010,1
21189,2008,1
21189,2010,1
21191,2012,1
21193,2012,1
21195,2012,1
21195,2014,1
21195,2016,1
21225,2007,1
21225,2008,1
21225,2009,1
21225,2010,1
21225,2011,1
21225,2013,1
21225,2014,2
21225,2015,1
21225,2016,1
21227,2012,1
21233,2007,1
21233,2008,1
21233,2012,1
21233,2014,1
21235,2013,1
21235,2014,1
22001,2004,1
22001,2005,1
22001,2006,1
22001,2007,1
22003,2005,1
22003,2009,1
22003,2014,1
22005,2002,1
22005,2003,1
22005,2006,1
22005,2009,1
22005,2015,2
22007,2002,1
22007,2007,1
22007,2010,1
22007,2013,1
22009,2008,1
22009,2010,1
22009,2014,1
22015,2007,1
22015,2011,1
22015,2012,1
22015,2013,1
22015,2014,3
22015,2015,3
22017,2002,1
22017,2003,2
22017,2005,1
22017,2006,2
22017,2008,2
22017,2011,2
22017,2013,4
22023,2008,1
22023,2010,1
22023,2011,1
22023,2014,2
22023,2015,1
22025,2008,1
22027,2004,1
22027,2005,2
22027,2006,2
22027,2014,1
22031,2005,1
22031,2006,1
22031,2008,1
22031,2011,1
22037,2007,1
22039,2004,3
22039,2005,1
22039,2006,2
22039,2007,1
22039,2010,1
22039,2012,1
22039,2013,1
22043,2005,1
22043,2011,1
22043,2012,1
22043,2013,1
22043,2014,1
22043,2015,2
22045,2007,1
22049,2007,3
22049,2008,1
22051,2002,2
22053,2015,1
22059,2004,1
22059,2008,1
22059,2013,1
22059,2014,1
22059,2015,2
22057,2002,1
22061,2007,1
22061,2008,2
22061,2013,1
22061,2014,2
22061,2015,1
22067,2011,1
22067,2013,1
22067,2014,1
22067,2015,1
22069,2008,1
22069,2010,1
22069,2014,1
22073,2002,1
22073,2003,3
22073,2004,12
22073,2005,13
22073,2006,8
22073,2007,7
22073,2008,7
22073,2010,3
22073,2011,4
22073,2012,3
22073,2013,1
22073,2014,5
22075,2006,2
22075,2012,1
22079,2005,1
22081,2012,1
22083,2014,1
22083,2015,1
22085,2005,1
22085,2006,3
22085,2012,3
22085,2013,3
22085,2014,4
22093,2006,1
22093,2008,1
22093,2010,1
22093,2013,1
22093,2014,1
22095,2002,1
22095,2003,1
22095,2004,1
22095,2005,1
22095,2007,1
22095,2009,1
22095,2010,1
22095,2014,1
22095,2015,1
22097,2004,1
22097,2010,1
22097,2013,1
22097,2015,1
22101,2007,2
22101,2014,1
22101,2015,1
22103,2004,1
22103,2010,1
22109,2002,1
22111,2002,1
22111,2004,6
22111,2005,8
22111,2006,9
22111,2007,11
22111,2008,5
22111,2010,6
22111,2011,9
22111,2012,7
22111,2014,12
22111,2015,14
22113,2002,1
22113,2007,1
22113,2012,1
22113,2015,1
22117,2013,1
22119,2009,1
22119,2015,1
22127,2006,5
23003,2009,2
23003,2011,1
23003,2012,1
23003,2013,1
23007,2011,1
23009,2007,1
23009,2008,1
23013,2009,1
23013,2010,1
23017,2003,2
23017,2007,1
23019,2011,2
23019,2012,1
23029,2004,1
23029,2007,1
23029,2008,1
24001,2008,1
24015,2004,1
24015,2007,2
24015,2014,1
24023,2004,1
24023,2005,1
24023,2010,1
24031,1999,1
24031,2002,1
24039,2012,1
24039,2013,1
24043,2011,1
24043,2013,1
24043,2014,2
24045,2004,1
24045,2009,1
24045,2010,1
24045,2011,1
24045,2012,1
24047,2007,2
25003,2002,2
25005,1999,1
25005,2002,2
25005,2004,1
25005,2005,1
25005,2006,1
25005,2010,1
25005,2012,2
25009,1999,1
25009,2000,2
25009,2004,1
25011,2000,2
25011,2006,1
25013,2001,2
25013,2002,1
25013,2005,1
25013,2006,2
25013,2009,1
25013,2010,1
25017,2008,1
25021,2004,1
25023,2013,2
25027,2012,1
25027,2015,1
26005,2015,1
26017,2013,5
26017,2014,3
26017,2015,1
26041,2016,1
26091,2016,1
26105,2016,1
26125,2013,1
26139,2015,1
26145,2013,2
26159,2013,1
27009,2005,1
27019,2016,1
27067,2003,3
27067,2010,1
27067,2015,2
27089,2006,1
27089,2007,1
27089,2008,1
27089,2009,1
27089,2012,1
27089,2013,2
27089,2015,1
27089,2016,1
27097,2008,1
27105,2016,1
27129,2005,1
27137,2010,1
27137,2012,1
27137,2015,1
27163,2009,1
29003,2001,1
29003,2009,2
29003,2014,2
29003,2015,3
29003,2016,1
29005,2000,1
29005,2011,1
29005,2012,2
29007,2011,1
29007,2012,1
29011,1999,1
29011,2015,1
29013,2006,1
29013,2009,1
29013,2015,2
29019,2001,1
29019,2002,1
29019,2007,1
29019,2014,1
29025,2012,1
29025,2015,2
29033,2015,4
29037,2007,1
29037,2009,1
29037,2010,1
29037,2011,1
29037,2012,1
29037,2015,2
29037,2016,3
29041,1999,1
29041,2015,1
29041,2016,1
29047,2008,1
29047,2009,2
29047,2014,3
29047,2015,1
29047,2016,1
29049,2013,1
29049,2015,1
29053,2003,1
29053,2004,1
29053,2005,1
29053,2006,2
29053,2007,3
